dt	epsilon	Nx	Ny	L_infinity_error	L1_error	L2_error	Linfinity_error_X	Linfinity_error_D
0.1	0.08	100.0	100.0	0.0978793458711	0.0217592467844	0.0480084235109	0.240164314348	0.240164314348
0.075	0.08	100.0	100.0	0.0513847944918	0.0112908650868	0.0242293783338	0.204729271233	0.204729271233
0.05	0.08	100.0	100.0	0.0224834120166	0.00402786072701	0.00782328126162	0.159103584746	0.159103584746
0.025	0.08	100.0	100.0	0.00955633819122	0.00118098815631	0.00298857807347	0.0963979963902	0.0963979963902
0.01	0.08	100.0	100.0	0.00969860913219	0.000552440115261	0.0029924084249	0.0438087673077	0.0445572077956
0.0075	0.08	100.0	100.0	0.00947925157461	0.000507677189136	0.00303928768439	0.0334742776603	0.0343371145993
0.005	0.08	100.0	100.0	0.00968815902141	0.00048709367316	0.00310073814929	0.0228475228475	0.0235459103237
0.0025	0.08	100.0	100.0	0.00953182064179	0.000479752514588	0.00313502256185	0.0117023897512	0.0121234525769
0.001	0.08	100.0	100.0	0.00972641806854	0.000478038427221	0.00312741092561	0.0040504050405	0.00493842252016
0.00075	0.08	100.0	100.0	0.00979078106838	0.000477867529157	0.00312501987479	0.00304534175502	0.00371523449822
0.0005	0.08	100.0	100.0	0.00996691771262	0.000477694159664	0.00313166591429	0.00203527815468	0.00248449124337
0.00025	0.08	100.0	100.0	0.00971710644939	0.000476974561685	0.00313686838394	0.000969797727902	0.00124610833918
0.0001	0.08	100.0	100.0	0.00955618051522	0.000477999507236	0.00314261789196	5.84998940423e-11	2.4945941457e-07
7.5e-05	0.08	100.0	100.0	0.00946953051738	0.000478209675367	0.00314417402609	2.47019015792e-11	1.40396826831e-07
5e-05	0.08	100.0	100.0	0.00949364566734	0.00047837918139	0.00314545632747	7.32567766269e-12	6.24323595044e-08
2.5e-05	0.08	100.0	100.0	0.00942266284013	0.000478519025871	0.00314656545895	9.16662929625e-13	1.56165407272e-08
1e-05	0.08	100.0	100.0	0.00947977987418	0.000478612929153	0.00314736368075	5.86511759474e-14	2.49945830699e-09
